"species","fam_links","VirusFamily","association","status","new_links","gen","fam","clade","MSW3_sciName_matched","tip"
"Anoura geoffroyi","Anoura geoffroyi-papillomaviridae","papillomaviridae",NA,0,"Anoura geoffroyi-papillomaviridae","Anoura","PHYLLOSTOMIDAE","Yangochiroptera","Anoura_geoffroyi","Anoura_geoffroyi"
"Anoura geoffroyi","Anoura geoffroyi-paramyxoviridae","paramyxoviridae",NA,0,"Anoura geoffroyi-paramyxoviridae","Anoura","PHYLLOSTOMIDAE","Yangochiroptera","Anoura_geoffroyi","Anoura_geoffroyi"
"Anoura geoffroyi","Anoura geoffroyi-partitiviridae","partitiviridae",NA,0,"Anoura geoffroyi-partitiviridae","Anoura","PHYLLOSTOMIDAE","Yangochiroptera","Anoura_geoffroyi","Anoura_geoffroyi"
"Anoura geoffroyi","Anoura geoffroyi-parvoviridae","parvoviridae",NA,0,"Anoura geoffroyi-parvoviridae","Anoura","PHYLLOSTOMIDAE","Yangochiroptera","Anoura_geoffroyi","Anoura_geoffroyi"
"Anoura geoffroyi","Anoura geoffroyi-peribunyaviridae","peribunyaviridae",NA,0,"Anoura geoffroyi-peribunyaviridae","Anoura","PHYLLOSTOMIDAE","Yangochiroptera","Anoura_geoffroyi","Anoura_geoffroyi"
"Anoura geoffroyi","Anoura geoffroyi-phenuiviridae","phenuiviridae",NA,0,"Anoura geoffroyi-phenuiviridae","Anoura","PHYLLOSTOMIDAE","Yangochiroptera","Anoura_geoffroyi","Anoura_geoffroyi"
"Anoura geoffroyi","Anoura geoffroyi-picobirnaviridae","picobirnaviridae",NA,0,"Anoura geoffroyi-picobirnaviridae","Anoura","PHYLLOSTOMIDAE","Yangochiroptera","Anoura_geoffroyi","Anoura_geoffroyi"
"Anoura geoffroyi","Anoura geoffroyi-picornaviridae","picornaviridae",NA,0,"Anoura geoffroyi-picornaviridae","Anoura","PHYLLOSTOMIDAE","Yangochiroptera","Anoura_geoffroyi","Anoura_geoffroyi"
"Anoura geoffroyi","Anoura geoffroyi-polyomaviridae","polyomaviridae",NA,0,"Anoura geoffroyi-polyomaviridae","Anoura","PHYLLOSTOMIDAE","Yangochiroptera","Anoura_geoffroyi","Anoura_geoffroyi"
"Anoura geoffroyi","Anoura geoffroyi-poxviridae","poxviridae",NA,0,"Anoura geoffroyi-poxviridae","Anoura","PHYLLOSTOMIDAE","Yangochiroptera","Anoura_geoffroyi","Anoura_geoffroyi"
"Anoura geoffroyi","Anoura geoffroyi-qinviridae","qinviridae",NA,0,"Anoura geoffroyi-qinviridae","Anoura","PHYLLOSTOMIDAE","Yangochiroptera","Anoura_geoffroyi","Anoura_geoffroyi"
"Anoura geoffroyi","Anoura geoffroyi-retroviridae","retroviridae",NA,0,"Anoura geoffroyi-retroviridae","Anoura","PHYLLOSTOMIDAE","Yangochiroptera","Anoura_geoffroyi","Anoura_geoffroyi"
"Anoura geoffroyi","Anoura geoffroyi-rhabdoviridae","rhabdoviridae",NA,0,"Anoura geoffroyi-rhabdoviridae","Anoura","PHYLLOSTOMIDAE","Yangochiroptera","Anoura_geoffroyi","Anoura_geoffroyi"
"Anoura geoffroyi","Anoura geoffroyi-sedoreoviridae","sedoreoviridae",NA,0,"Anoura geoffroyi-sedoreoviridae","Anoura","PHYLLOSTOMIDAE","Yangochiroptera","Anoura_geoffroyi","Anoura_geoffroyi"
"Anoura geoffroyi","Anoura geoffroyi-smacoviridae","smacoviridae",NA,0,"Anoura geoffroyi-smacoviridae","Anoura","PHYLLOSTOMIDAE","Yangochiroptera","Anoura_geoffroyi","Anoura_geoffroyi"
"Anoura geoffroyi","Anoura geoffroyi-spinareoviridae","spinareoviridae",NA,0,"Anoura geoffroyi-spinareoviridae","Anoura","PHYLLOSTOMIDAE","Yangochiroptera","Anoura_geoffroyi","Anoura_geoffroyi"
"Anoura geoffroyi","Anoura geoffroyi-togaviridae","togaviridae",NA,0,"Anoura geoffroyi-togaviridae","Anoura","PHYLLOSTOMIDAE","Yangochiroptera","Anoura_geoffroyi","Anoura_geoffroyi"
"Anoura geoffroyi","Anoura geoffroyi-totiviridae","totiviridae",NA,0,"Anoura geoffroyi-totiviridae","Anoura","PHYLLOSTOMIDAE","Yangochiroptera","Anoura_geoffroyi","Anoura_geoffroyi"
"Anoura geoffroyi","Anoura geoffroyi-tymoviridae","tymoviridae",NA,0,"Anoura geoffroyi-tymoviridae","Anoura","PHYLLOSTOMIDAE","Yangochiroptera","Anoura_geoffroyi","Anoura_geoffroyi"
"Antrozous pallidus","Antrozous pallidus-adamaviridae","adamaviridae",NA,0,"Antrozous pallidus-adamaviridae","Antrozous","VESPERTILIONIDAE","Yangochiroptera","Antrozous_pallidus","Antrozous_pallidus"
"Antrozous pallidus","Antrozous pallidus-adenoviridae","adenoviridae",NA,0,"Antrozous pallidus-adenoviridae","Antrozous","VESPERTILIONIDAE","Yangochiroptera","Antrozous_pallidus","Antrozous_pallidus"
"Antrozous pallidus","Antrozous pallidus-adintoviridae","adintoviridae",NA,0,"Antrozous pallidus-adintoviridae","Antrozous","VESPERTILIONIDAE","Yangochiroptera","Antrozous_pallidus","Antrozous_pallidus"
"Antrozous pallidus","Antrozous pallidus-anelloviridae","anelloviridae",NA,0,"Antrozous pallidus-anelloviridae","Antrozous","VESPERTILIONIDAE","Yangochiroptera","Antrozous_pallidus","Antrozous_pallidus"
"Antrozous pallidus","Antrozous pallidus-arenaviridae","arenaviridae",NA,0,"Antrozous pallidus-arenaviridae","Antrozous","VESPERTILIONIDAE","Yangochiroptera","Antrozous_pallidus","Antrozous_pallidus"
"Antrozous pallidus","Antrozous pallidus-artoviridae","artoviridae",NA,0,"Antrozous pallidus-artoviridae","Antrozous","VESPERTILIONIDAE","Yangochiroptera","Antrozous_pallidus","Antrozous_pallidus"
"Antrozous pallidus","Antrozous pallidus-astroviridae","astroviridae",NA,0,"Antrozous pallidus-astroviridae","Antrozous","VESPERTILIONIDAE","Yangochiroptera","Antrozous_pallidus","Antrozous_pallidus"
"Antrozous pallidus","Antrozous pallidus-birnaviridae","birnaviridae",NA,0,"Antrozous pallidus-birnaviridae","Antrozous","VESPERTILIONIDAE","Yangochiroptera","Antrozous_pallidus","Antrozous_pallidus"
"Antrozous pallidus","Antrozous pallidus-bornaviridae","bornaviridae",NA,0,"Antrozous pallidus-bornaviridae","Antrozous","VESPERTILIONIDAE","Yangochiroptera","Antrozous_pallidus","Antrozous_pallidus"
"Antrozous pallidus","Antrozous pallidus-botourmiaviridae","botourmiaviridae",NA,0,"Antrozous pallidus-botourmiaviridae","Antrozous","VESPERTILIONIDAE","Yangochiroptera","Antrozous_pallidus","Antrozous_pallidus"
"Antrozous pallidus","Antrozous pallidus-caliciviridae","caliciviridae",NA,0,"Antrozous pallidus-caliciviridae","Antrozous","VESPERTILIONIDAE","Yangochiroptera","Antrozous_pallidus","Antrozous_pallidus"
"Antrozous pallidus","Antrozous pallidus-chuviridae","chuviridae",NA,0,"Antrozous pallidus-chuviridae","Antrozous","VESPERTILIONIDAE","Yangochiroptera","Antrozous_pallidus","Antrozous_pallidus"
"Antrozous pallidus","Antrozous pallidus-circoviridae","circoviridae",NA,0,"Antrozous pallidus-circoviridae","Antrozous","VESPERTILIONIDAE","Yangochiroptera","Antrozous_pallidus","Antrozous_pallidus"
"Antrozous pallidus","Antrozous pallidus-coronaviridae","coronaviridae",NA,0,"Antrozous pallidus-coronaviridae","Antrozous","VESPERTILIONIDAE","Yangochiroptera","Antrozous_pallidus","Antrozous_pallidus"
"Antrozous pallidus","Antrozous pallidus-filoviridae","filoviridae",NA,0,"Antrozous pallidus-filoviridae","Antrozous","VESPERTILIONIDAE","Yangochiroptera","Antrozous_pallidus","Antrozous_pallidus"
"Antrozous pallidus","Antrozous pallidus-flaviviridae","flaviviridae",NA,0,"Antrozous pallidus-flaviviridae","Antrozous","VESPERTILIONIDAE","Yangochiroptera","Antrozous_pallidus","Antrozous_pallidus"
"Antrozous pallidus","Antrozous pallidus-geminiviridae","geminiviridae",NA,0,"Antrozous pallidus-geminiviridae","Antrozous","VESPERTILIONIDAE","Yangochiroptera","Antrozous_pallidus","Antrozous_pallidus"
"Antrozous pallidus","Antrozous pallidus-genomoviridae","genomoviridae",NA,0,"Antrozous pallidus-genomoviridae","Antrozous","VESPERTILIONIDAE","Yangochiroptera","Antrozous_pallidus","Antrozous_pallidus"
"Antrozous pallidus","Antrozous pallidus-hantaviridae","hantaviridae",NA,0,"Antrozous pallidus-hantaviridae","Antrozous","VESPERTILIONIDAE","Yangochiroptera","Antrozous_pallidus","Antrozous_pallidus"
"Antrozous pallidus","Antrozous pallidus-hepadnaviridae","hepadnaviridae",NA,0,"Antrozous pallidus-hepadnaviridae","Antrozous","VESPERTILIONIDAE","Yangochiroptera","Antrozous_pallidus","Antrozous_pallidus"
"Antrozous pallidus","Antrozous pallidus-hepeviridae","hepeviridae",NA,0,"Antrozous pallidus-hepeviridae","Antrozous","VESPERTILIONIDAE","Yangochiroptera","Antrozous_pallidus","Antrozous_pallidus"
"Antrozous pallidus","Antrozous pallidus-kolmioviridae","kolmioviridae",NA,0,"Antrozous pallidus-kolmioviridae","Antrozous","VESPERTILIONIDAE","Yangochiroptera","Antrozous_pallidus","Antrozous_pallidus"
"Antrozous pallidus","Antrozous pallidus-mahapunaviridae","mahapunaviridae",NA,0,"Antrozous pallidus-mahapunaviridae","Antrozous","VESPERTILIONIDAE","Yangochiroptera","Antrozous_pallidus","Antrozous_pallidus"
"Antrozous pallidus","Antrozous pallidus-matonaviridae","matonaviridae",NA,0,"Antrozous pallidus-matonaviridae","Antrozous","VESPERTILIONIDAE","Yangochiroptera","Antrozous_pallidus","Antrozous_pallidus"
"Antrozous pallidus","Antrozous pallidus-nairoviridae","nairoviridae",NA,0,"Antrozous pallidus-nairoviridae","Antrozous","VESPERTILIONIDAE","Yangochiroptera","Antrozous_pallidus","Antrozous_pallidus"
"Antrozous pallidus","Antrozous pallidus-nodaviridae","nodaviridae",NA,0,"Antrozous pallidus-nodaviridae","Antrozous","VESPERTILIONIDAE","Yangochiroptera","Antrozous_pallidus","Antrozous_pallidus"
"Antrozous pallidus","Antrozous pallidus-nyamiviridae","nyamiviridae",NA,0,"Antrozous pallidus-nyamiviridae","Antrozous","VESPERTILIONIDAE","Yangochiroptera","Antrozous_pallidus","Antrozous_pallidus"
"Antrozous pallidus","Antrozous pallidus-orthoherpesviridae","orthoherpesviridae",NA,0,"Antrozous pallidus-orthoherpesviridae","Antrozous","VESPERTILIONIDAE","Yangochiroptera","Antrozous_pallidus","Antrozous_pallidus"
"Antrozous pallidus","Antrozous pallidus-orthomyxoviridae","orthomyxoviridae",NA,0,"Antrozous pallidus-orthomyxoviridae","Antrozous","VESPERTILIONIDAE","Yangochiroptera","Antrozous_pallidus","Antrozous_pallidus"
"Antrozous pallidus","Antrozous pallidus-papillomaviridae","papillomaviridae",NA,0,"Antrozous pallidus-papillomaviridae","Antrozous","VESPERTILIONIDAE","Yangochiroptera","Antrozous_pallidus","Antrozous_pallidus"
"Antrozous pallidus","Antrozous pallidus-paramyxoviridae","paramyxoviridae",1,1,"Antrozous pallidus-paramyxoviridae","Antrozous","VESPERTILIONIDAE","Yangochiroptera","Antrozous_pallidus","Antrozous_pallidus"
"Antrozous pallidus","Antrozous pallidus-partitiviridae","partitiviridae",NA,0,"Antrozous pallidus-partitiviridae","Antrozous","VESPERTILIONIDAE","Yangochiroptera","Antrozous_pallidus","Antrozous_pallidus"
"Antrozous pallidus","Antrozous pallidus-parvoviridae","parvoviridae",NA,0,"Antrozous pallidus-parvoviridae","Antrozous","VESPERTILIONIDAE","Yangochiroptera","Antrozous_pallidus","Antrozous_pallidus"
"Antrozous pallidus","Antrozous pallidus-peribunyaviridae","peribunyaviridae",NA,0,"Antrozous pallidus-peribunyaviridae","Antrozous","VESPERTILIONIDAE","Yangochiroptera","Antrozous_pallidus","Antrozous_pallidus"
"Antrozous pallidus","Antrozous pallidus-phenuiviridae","phenuiviridae",NA,0,"Antrozous pallidus-phenuiviridae","Antrozous","VESPERTILIONIDAE","Yangochiroptera","Antrozous_pallidus","Antrozous_pallidus"
"Antrozous pallidus","Antrozous pallidus-picobirnaviridae","picobirnaviridae",NA,0,"Antrozous pallidus-picobirnaviridae","Antrozous","VESPERTILIONIDAE","Yangochiroptera","Antrozous_pallidus","Antrozous_pallidus"
"Antrozous pallidus","Antrozous pallidus-picornaviridae","picornaviridae",NA,0,"Antrozous pallidus-picornaviridae","Antrozous","VESPERTILIONIDAE","Yangochiroptera","Antrozous_pallidus","Antrozous_pallidus"
"Antrozous pallidus","Antrozous pallidus-polyomaviridae","polyomaviridae",NA,0,"Antrozous pallidus-polyomaviridae","Antrozous","VESPERTILIONIDAE","Yangochiroptera","Antrozous_pallidus","Antrozous_pallidus"
"Antrozous pallidus","Antrozous pallidus-poxviridae","poxviridae",NA,0,"Antrozous pallidus-poxviridae","Antrozous","VESPERTILIONIDAE","Yangochiroptera","Antrozous_pallidus","Antrozous_pallidus"
"Antrozous pallidus","Antrozous pallidus-qinviridae","qinviridae",NA,0,"Antrozous pallidus-qinviridae","Antrozous","VESPERTILIONIDAE","Yangochiroptera","Antrozous_pallidus","Antrozous_pallidus"
"Antrozous pallidus","Antrozous pallidus-retroviridae","retroviridae",NA,0,"Antrozous pallidus-retroviridae","Antrozous","VESPERTILIONIDAE","Yangochiroptera","Antrozous_pallidus","Antrozous_pallidus"
"Antrozous pallidus","Antrozous pallidus-rhabdoviridae","rhabdoviridae",1,1,"Antrozous pallidus-rhabdoviridae","Antrozous","VESPERTILIONIDAE","Yangochiroptera","Antrozous_pallidus","Antrozous_pallidus"
"Antrozous pallidus","Antrozous pallidus-sedoreoviridae","sedoreoviridae",NA,0,"Antrozous pallidus-sedoreoviridae","Antrozous","VESPERTILIONIDAE","Yangochiroptera","Antrozous_pallidus","Antrozous_pallidus"
"Antrozous pallidus","Antrozous pallidus-smacoviridae","smacoviridae",NA,0,"Antrozous pallidus-smacoviridae","Antrozous","VESPERTILIONIDAE","Yangochiroptera","Antrozous_pallidus","Antrozous_pallidus"
"Antrozous pallidus","Antrozous pallidus-spinareoviridae","spinareoviridae",NA,0,"Antrozous pallidus-spinareoviridae","Antrozous","VESPERTILIONIDAE","Yangochiroptera","Antrozous_pallidus","Antrozous_pallidus"
"Antrozous pallidus","Antrozous pallidus-togaviridae","togaviridae",NA,0,"Antrozous pallidus-togaviridae","Antrozous","VESPERTILIONIDAE","Yangochiroptera","Antrozous_pallidus","Antrozous_pallidus"
"Antrozous pallidus","Antrozous pallidus-totiviridae","totiviridae",NA,0,"Antrozous pallidus-totiviridae","Antrozous","VESPERTILIONIDAE","Yangochiroptera","Antrozous_pallidus","Antrozous_pallidus"
"Antrozous pallidus","Antrozous pallidus-tymoviridae","tymoviridae",NA,0,"Antrozous pallidus-tymoviridae","Antrozous","VESPERTILIONIDAE","Yangochiroptera","Antrozous_pallidus","Antrozous_pallidus"
"Ardops nichollsi","Ardops nichollsi-adamaviridae","adamaviridae",NA,0,"Ardops nichollsi-adamaviridae","Ardops","PHYLLOSTOMIDAE","Yangochiroptera","Ardops_nichollsi","Ardops_nichollsi"
"Ardops nichollsi","Ardops nichollsi-adenoviridae","adenoviridae",NA,0,"Ardops nichollsi-adenoviridae","Ardops","PHYLLOSTOMIDAE","Yangochiroptera","Ardops_nichollsi","Ardops_nichollsi"
"Ardops nichollsi","Ardops nichollsi-adintoviridae","adintoviridae",NA,0,"Ardops nichollsi-adintoviridae","Ardops","PHYLLOSTOMIDAE","Yangochiroptera","Ardops_nichollsi","Ardops_nichollsi"
"Ardops nichollsi","Ardops nichollsi-anelloviridae","anelloviridae",NA,0,"Ardops nichollsi-anelloviridae","Ardops","PHYLLOSTOMIDAE","Yangochiroptera","Ardops_nichollsi","Ardops_nichollsi"
"Ardops nichollsi","Ardops nichollsi-arenaviridae","arenaviridae",NA,0,"Ardops nichollsi-arenaviridae","Ardops","PHYLLOSTOMIDAE","Yangochiroptera","Ardops_nichollsi","Ardops_nichollsi"
"Ardops nichollsi","Ardops nichollsi-artoviridae","artoviridae",NA,0,"Ardops nichollsi-artoviridae","Ardops","PHYLLOSTOMIDAE","Yangochiroptera","Ardops_nichollsi","Ardops_nichollsi"
"Ardops nichollsi","Ardops nichollsi-astroviridae","astroviridae",NA,0,"Ardops nichollsi-astroviridae","Ardops","PHYLLOSTOMIDAE","Yangochiroptera","Ardops_nichollsi","Ardops_nichollsi"
"Ardops nichollsi","Ardops nichollsi-birnaviridae","birnaviridae",NA,0,"Ardops nichollsi-birnaviridae","Ardops","PHYLLOSTOMIDAE","Yangochiroptera","Ardops_nichollsi","Ardops_nichollsi"
"Ardops nichollsi","Ardops nichollsi-bornaviridae","bornaviridae",NA,0,"Ardops nichollsi-bornaviridae","Ardops","PHYLLOSTOMIDAE","Yangochiroptera","Ardops_nichollsi","Ardops_nichollsi"
"Ardops nichollsi","Ardops nichollsi-botourmiaviridae","botourmiaviridae",NA,0,"Ardops nichollsi-botourmiaviridae","Ardops","PHYLLOSTOMIDAE","Yangochiroptera","Ardops_nichollsi","Ardops_nichollsi"
"Ardops nichollsi","Ardops nichollsi-caliciviridae","caliciviridae",NA,0,"Ardops nichollsi-caliciviridae","Ardops","PHYLLOSTOMIDAE","Yangochiroptera","Ardops_nichollsi","Ardops_nichollsi"
"Ardops nichollsi","Ardops nichollsi-chuviridae","chuviridae",NA,0,"Ardops nichollsi-chuviridae","Ardops","PHYLLOSTOMIDAE","Yangochiroptera","Ardops_nichollsi","Ardops_nichollsi"
"Ardops nichollsi","Ardops nichollsi-circoviridae","circoviridae",NA,0,"Ardops nichollsi-circoviridae","Ardops","PHYLLOSTOMIDAE","Yangochiroptera","Ardops_nichollsi","Ardops_nichollsi"
"Ardops nichollsi","Ardops nichollsi-coronaviridae","coronaviridae",NA,0,"Ardops nichollsi-coronaviridae","Ardops","PHYLLOSTOMIDAE","Yangochiroptera","Ardops_nichollsi","Ardops_nichollsi"
"Ardops nichollsi","Ardops nichollsi-filoviridae","filoviridae",NA,0,"Ardops nichollsi-filoviridae","Ardops","PHYLLOSTOMIDAE","Yangochiroptera","Ardops_nichollsi","Ardops_nichollsi"
"Ardops nichollsi","Ardops nichollsi-flaviviridae","flaviviridae",NA,0,"Ardops nichollsi-flaviviridae","Ardops","PHYLLOSTOMIDAE","Yangochiroptera","Ardops_nichollsi","Ardops_nichollsi"
"Ardops nichollsi","Ardops nichollsi-geminiviridae","geminiviridae",NA,0,"Ardops nichollsi-geminiviridae","Ardops","PHYLLOSTOMIDAE","Yangochiroptera","Ardops_nichollsi","Ardops_nichollsi"
"Ardops nichollsi","Ardops nichollsi-genomoviridae","genomoviridae",NA,0,"Ardops nichollsi-genomoviridae","Ardops","PHYLLOSTOMIDAE","Yangochiroptera","Ardops_nichollsi","Ardops_nichollsi"
"Ardops nichollsi","Ardops nichollsi-hantaviridae","hantaviridae",NA,0,"Ardops nichollsi-hantaviridae","Ardops","PHYLLOSTOMIDAE","Yangochiroptera","Ardops_nichollsi","Ardops_nichollsi"
"Ardops nichollsi","Ardops nichollsi-hepadnaviridae","hepadnaviridae",NA,0,"Ardops nichollsi-hepadnaviridae","Ardops","PHYLLOSTOMIDAE","Yangochiroptera","Ardops_nichollsi","Ardops_nichollsi"
"Ardops nichollsi","Ardops nichollsi-hepeviridae","hepeviridae",NA,0,"Ardops nichollsi-hepeviridae","Ardops","PHYLLOSTOMIDAE","Yangochiroptera","Ardops_nichollsi","Ardops_nichollsi"
"Ardops nichollsi","Ardops nichollsi-kolmioviridae","kolmioviridae",NA,0,"Ardops nichollsi-kolmioviridae","Ardops","PHYLLOSTOMIDAE","Yangochiroptera","Ardops_nichollsi","Ardops_nichollsi"
"Ardops nichollsi","Ardops nichollsi-mahapunaviridae","mahapunaviridae",NA,0,"Ardops nichollsi-mahapunaviridae","Ardops","PHYLLOSTOMIDAE","Yangochiroptera","Ardops_nichollsi","Ardops_nichollsi"
"Ardops nichollsi","Ardops nichollsi-matonaviridae","matonaviridae",NA,0,"Ardops nichollsi-matonaviridae","Ardops","PHYLLOSTOMIDAE","Yangochiroptera","Ardops_nichollsi","Ardops_nichollsi"
"Ardops nichollsi","Ardops nichollsi-nairoviridae","nairoviridae",NA,0,"Ardops nichollsi-nairoviridae","Ardops","PHYLLOSTOMIDAE","Yangochiroptera","Ardops_nichollsi","Ardops_nichollsi"
"Ardops nichollsi","Ardops nichollsi-nodaviridae","nodaviridae",NA,0,"Ardops nichollsi-nodaviridae","Ardops","PHYLLOSTOMIDAE","Yangochiroptera","Ardops_nichollsi","Ardops_nichollsi"
"Ardops nichollsi","Ardops nichollsi-nyamiviridae","nyamiviridae",NA,0,"Ardops nichollsi-nyamiviridae","Ardops","PHYLLOSTOMIDAE","Yangochiroptera","Ardops_nichollsi","Ardops_nichollsi"
"Ardops nichollsi","Ardops nichollsi-orthoherpesviridae","orthoherpesviridae",1,1,"Ardops nichollsi-orthoherpesviridae","Ardops","PHYLLOSTOMIDAE","Yangochiroptera","Ardops_nichollsi","Ardops_nichollsi"
"Ardops nichollsi","Ardops nichollsi-orthomyxoviridae","orthomyxoviridae",NA,0,"Ardops nichollsi-orthomyxoviridae","Ardops","PHYLLOSTOMIDAE","Yangochiroptera","Ardops_nichollsi","Ardops_nichollsi"
"Ardops nichollsi","Ardops nichollsi-papillomaviridae","papillomaviridae",NA,0,"Ardops nichollsi-papillomaviridae","Ardops","PHYLLOSTOMIDAE","Yangochiroptera","Ardops_nichollsi","Ardops_nichollsi"
"Ardops nichollsi","Ardops nichollsi-paramyxoviridae","paramyxoviridae",NA,0,"Ardops nichollsi-paramyxoviridae","Ardops","PHYLLOSTOMIDAE","Yangochiroptera","Ardops_nichollsi","Ardops_nichollsi"
"Ardops nichollsi","Ardops nichollsi-partitiviridae","partitiviridae",NA,0,"Ardops nichollsi-partitiviridae","Ardops","PHYLLOSTOMIDAE","Yangochiroptera","Ardops_nichollsi","Ardops_nichollsi"
"Ardops nichollsi","Ardops nichollsi-parvoviridae","parvoviridae",NA,0,"Ardops nichollsi-parvoviridae","Ardops","PHYLLOSTOMIDAE","Yangochiroptera","Ardops_nichollsi","Ardops_nichollsi"
"Ardops nichollsi","Ardops nichollsi-peribunyaviridae","peribunyaviridae",NA,0,"Ardops nichollsi-peribunyaviridae","Ardops","PHYLLOSTOMIDAE","Yangochiroptera","Ardops_nichollsi","Ardops_nichollsi"
"Ardops nichollsi","Ardops nichollsi-phenuiviridae","phenuiviridae",NA,0,"Ardops nichollsi-phenuiviridae","Ardops","PHYLLOSTOMIDAE","Yangochiroptera","Ardops_nichollsi","Ardops_nichollsi"
"Ardops nichollsi","Ardops nichollsi-picobirnaviridae","picobirnaviridae",NA,0,"Ardops nichollsi-picobirnaviridae","Ardops","PHYLLOSTOMIDAE","Yangochiroptera","Ardops_nichollsi","Ardops_nichollsi"
"Ardops nichollsi","Ardops nichollsi-picornaviridae","picornaviridae",NA,0,"Ardops nichollsi-picornaviridae","Ardops","PHYLLOSTOMIDAE","Yangochiroptera","Ardops_nichollsi","Ardops_nichollsi"
"Ardops nichollsi","Ardops nichollsi-polyomaviridae","polyomaviridae",NA,0,"Ardops nichollsi-polyomaviridae","Ardops","PHYLLOSTOMIDAE","Yangochiroptera","Ardops_nichollsi","Ardops_nichollsi"
"Ardops nichollsi","Ardops nichollsi-poxviridae","poxviridae",NA,0,"Ardops nichollsi-poxviridae","Ardops","PHYLLOSTOMIDAE","Yangochiroptera","Ardops_nichollsi","Ardops_nichollsi"
"Ardops nichollsi","Ardops nichollsi-qinviridae","qinviridae",NA,0,"Ardops nichollsi-qinviridae","Ardops","PHYLLOSTOMIDAE","Yangochiroptera","Ardops_nichollsi","Ardops_nichollsi"
"Ardops nichollsi","Ardops nichollsi-retroviridae","retroviridae",NA,0,"Ardops nichollsi-retroviridae","Ardops","PHYLLOSTOMIDAE","Yangochiroptera","Ardops_nichollsi","Ardops_nichollsi"
